SERVICE_JOB_ID,FILE_NAME,example,PRODUCT_LINE,MODEL_NUMBER,SERIAL_NUMBER
SJ48173268,image-pre-inspection-proof-of-purchase-637b1373-1abd-4b89-af44-45ca16b51a15_cb524b4f-c902-467c-8a57-6f543e89473d.png,data/Laundry/SJ48173268/image-pre-inspection-proof-of-purchase-637b1373-1abd-4b89-af44-45ca16b51a15_cb524b4f-c902-467c-8a57-6f543e89473d.png,HOME LAUNDRY GAS,EFMG527UIW1,4D12607202
SJ48173268,image-pre-inspection-proof-of-purchase-93b4b832-add1-45ab-bc3b-7835313e540c_cb524b4f-c902-467c-8a57-6f543e89473d.png,data/Laundry/SJ48173268/image-pre-inspection-proof-of-purchase-93b4b832-add1-45ab-bc3b-7835313e540c_cb524b4f-c902-467c-8a57-6f543e89473d.png,HOME LAUNDRY GAS,EFMG527UIW1,4D12607202
SJ48173268,image-pre-inspection-serial-number-468f9e07-6f12-47ea-92ff-9bc419f5c94f_cb524b4f-c902-467c-8a57-6f543e89473d.png,data/Laundry/SJ48173268/image-pre-inspection-serial-number-468f9e07-6f12-47ea-92ff-9bc419f5c94f_cb524b4f-c902-467c-8a57-6f543e89473d.png,HOME LAUNDRY GAS,EFMG527UIW1,4D12607202
SJ48173268,image-pre-inspection-serial-number-7e69ca71-fd6d-46c4-aa76-066bb513f650_cb524b4f-c902-467c-8a57-6f543e89473d.png,data/Laundry/SJ48173268/image-pre-inspection-serial-number-7e69ca71-fd6d-46c4-aa76-066bb513f650_cb524b4f-c902-467c-8a57-6f543e89473d.png,HOME LAUNDRY GAS,EFMG527UIW1,4D12607202
SJ48173268,image-pre-inspection-serial-number-b6cfaae5-3d0e-45eb-ba2a-024b9cda17e2_cb524b4f-c902-467c-8a57-6f543e89473d.png,data/Laundry/SJ48173268/image-pre-inspection-serial-number-b6cfaae5-3d0e-45eb-ba2a-024b9cda17e2_cb524b4f-c902-467c-8a57-6f543e89473d.png,HOME LAUNDRY GAS,EFMG527UIW1,4D12607202
SJ48185466,image-pre-inspection-photo-1fad30f7-23e7-4bc9-ba01-d87079c2fd90_98c6f3b0-0f4d-466c-9722-6867c3422704.png,data/Laundry/SJ48185466/image-pre-inspection-photo-1fad30f7-23e7-4bc9-ba01-d87079c2fd90_98c6f3b0-0f4d-466c-9722-6867c3422704.png,HOME LAUNDRY ELEC,,
SJ48185466,image-pre-inspection-photo-8b7ec809-b89e-40fc-b964-b56a6b9fd938_98c6f3b0-0f4d-466c-9722-6867c3422704.png,data/Laundry/SJ48185466/image-pre-inspection-photo-8b7ec809-b89e-40fc-b964-b56a6b9fd938_98c6f3b0-0f4d-466c-9722-6867c3422704.png,HOME LAUNDRY ELEC,,
SJ48225607,image-pre-inspection-proof-of-purchase-6890c5b6-9118-4317-95e9-3d5ea60831f9_51c2051c-6ab1-43e9-b333-f729b2386ea8.png,data/Laundry/SJ48225607/image-pre-inspection-proof-of-purchase-6890c5b6-9118-4317-95e9-3d5ea60831f9_51c2051c-6ab1-43e9-b333-f729b2386ea8.png,HOME LAUNDRY GAS,GFD65GSPN0SN,TS163600G
SJ48225607,image-pre-inspection-serial-number-cc7e9e3c-a26c-4879-a266-0fabc47b65b5_51c2051c-6ab1-43e9-b333-f729b2386ea8.png,data/Laundry/SJ48225607/image-pre-inspection-serial-number-cc7e9e3c-a26c-4879-a266-0fabc47b65b5_51c2051c-6ab1-43e9-b333-f729b2386ea8.png,HOME LAUNDRY GAS,GFD65GSPN0SN,TS163600G
SJ48229869,image-pre-inspection-photo-6d014c81-dc1a-45aa-911d-5adff4ebc7c6_5c8bbea8-491a-4c50-aef6-e33356764fcb.png,data/Laundry/SJ48229869/image-pre-inspection-photo-6d014c81-dc1a-45aa-911d-5adff4ebc7c6_5c8bbea8-491a-4c50-aef6-e33356764fcb.png,HOME LAUNDRY GAS,GTD42GASJ2WW,MH820860C
SJ48255769,image-pre-inspection-photo-42b17687-4107-4683-a190-31adceb4843e_bccebf91-5b76-4a6d-b6c5-6038893aa1ec.png,data/Laundry/SJ48255769/image-pre-inspection-photo-42b17687-4107-4683-a190-31adceb4843e_bccebf91-5b76-4a6d-b6c5-6038893aa1ec.png,DISHWASHER,FFBD2406NW0A,
SJ48260379,image-pre-inspection-proof-of-purchase-71f636d2-f2f2-4483-bd46-e69104eb641e_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,data/Laundry/SJ48260379/image-pre-inspection-proof-of-purchase-71f636d2-f2f2-4483-bd46-e69104eb641e_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,HOME LAUNDRY GAS,GTD33GASK0WW,RS816733C
SJ48260379,image-pre-inspection-proof-of-purchase-acdf4276-c670-475f-be44-91b48d7c6053_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,data/Laundry/SJ48260379/image-pre-inspection-proof-of-purchase-acdf4276-c670-475f-be44-91b48d7c6053_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,HOME LAUNDRY GAS,GTD33GASK0WW,RS816733C
SJ48260379,image-pre-inspection-serial-number-476f392d-91e4-449a-80f0-239ddecfdb06_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,data/Laundry/SJ48260379/image-pre-inspection-serial-number-476f392d-91e4-449a-80f0-239ddecfdb06_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,HOME LAUNDRY GAS,GTD33GASK0WW,RS816733C
SJ48260379,image-pre-inspection-serial-number-73a18edc-5e69-4c8c-b47c-a2045e86d4c7_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,data/Laundry/SJ48260379/image-pre-inspection-serial-number-73a18edc-5e69-4c8c-b47c-a2045e86d4c7_a15624a3-9aa7-4f0a-81a6-2c97d6c1a2b0.png,HOME LAUNDRY GAS,GTD33GASK0WW,RS816733C
SJ48289167,image-pre-inspection-proof-of-purchase-4cb2e483-8dec-4a7d-8a9a-c27ec346fbc3_0b1fd713-ad56-4d88-bed9-a733f9d4763a.png,data/Laundry/SJ48289167/image-pre-inspection-proof-of-purchase-4cb2e483-8dec-4a7d-8a9a-c27ec346fbc3_0b1fd713-ad56-4d88-bed9-a733f9d4763a.png,HOME LAUNDRY GAS,GTD33GASK0WW,LS811061C
SJ48289167,image-pre-inspection-serial-number-f466ba67-e1a6-47f4-a15b-4d3de5b72e13_0b1fd713-ad56-4d88-bed9-a733f9d4763a.png,data/Laundry/SJ48289167/image-pre-inspection-serial-number-f466ba67-e1a6-47f4-a15b-4d3de5b72e13_0b1fd713-ad56-4d88-bed9-a733f9d4763a.png,HOME LAUNDRY GAS,GTD33GASK0WW,LS811061C
SJ48293855,image-pre-inspection-photo-5c4d71e0-61d9-4cdc-bc23-664b2f8911d0_70b81889-dfd3-45d3-b270-4825543157cb.png,data/Laundry/SJ48293855/image-pre-inspection-photo-5c4d71e0-61d9-4cdc-bc23-664b2f8911d0_70b81889-dfd3-45d3-b270-4825543157cb.png,HOME LAUNDRY ELEC,WFW85HEFC1,C80550258
SJ48293855,image-pre-inspection-photo-c1b73a06-f945-49f5-8f94-d92d13444311_70b81889-dfd3-45d3-b270-4825543157cb.png,data/Laundry/SJ48293855/image-pre-inspection-photo-c1b73a06-f945-49f5-8f94-d92d13444311_70b81889-dfd3-45d3-b270-4825543157cb.png,HOME LAUNDRY ELEC,WFW85HEFC1,C80550258
SJ48294169,image-pre-inspection-proof-of-purchase-345cbb99-e539-4765-bf59-a674acb49152_a5387f4f-591e-4875-b657-87a21bf9ea4f.png,data/Laundry/SJ48294169/image-pre-inspection-proof-of-purchase-345cbb99-e539-4765-bf59-a674acb49152_a5387f4f-591e-4875-b657-87a21bf9ea4f.png,HOME LAUNDRY GAS,GTX42GASJ2WW,HS808910C
SJ48294169,image-pre-inspection-serial-number-db49d094-76f1-4fd7-a064-0a0c65ea062e_a5387f4f-591e-4875-b657-87a21bf9ea4f.png,data/Laundry/SJ48294169/image-pre-inspection-serial-number-db49d094-76f1-4fd7-a064-0a0c65ea062e_a5387f4f-591e-4875-b657-87a21bf9ea4f.png,HOME LAUNDRY GAS,GTX42GASJ2WW,HS808910C
SJ48312605,image-pre-inspection-proof-of-purchase-2a96470c-5bc7-45ac-a85e-e280b93f9b31_9309cafa-1181-44b5-b4e7-0d024d154c45.png,data/Laundry/SJ48312605/image-pre-inspection-proof-of-purchase-2a96470c-5bc7-45ac-a85e-e280b93f9b31_9309cafa-1181-44b5-b4e7-0d024d154c45.png,HOME LAUNDRY GAS,GFD85GSSN0WW,ZR126619G
SJ48312605,image-pre-inspection-proof-of-purchase-51c2d015-feb3-49a2-bd9c-ce42d32bc17b_9309cafa-1181-44b5-b4e7-0d024d154c45.png,data/Laundry/SJ48312605/image-pre-inspection-proof-of-purchase-51c2d015-feb3-49a2-bd9c-ce42d32bc17b_9309cafa-1181-44b5-b4e7-0d024d154c45.png,HOME LAUNDRY GAS,GFD85GSSN0WW,ZR126619G
SJ48312605,image-pre-inspection-proof-of-purchase-fa3dc4a4-7954-415a-891c-2859d2375e22_9309cafa-1181-44b5-b4e7-0d024d154c45.png,data/Laundry/SJ48312605/image-pre-inspection-proof-of-purchase-fa3dc4a4-7954-415a-891c-2859d2375e22_9309cafa-1181-44b5-b4e7-0d024d154c45.png,HOME LAUNDRY GAS,GFD85GSSN0WW,ZR126619G
SJ48312605,image-pre-inspection-serial-number-1d941b43-41cf-4aaf-9049-93e0b95a9dfd_9309cafa-1181-44b5-b4e7-0d024d154c45.png,data/Laundry/SJ48312605/image-pre-inspection-serial-number-1d941b43-41cf-4aaf-9049-93e0b95a9dfd_9309cafa-1181-44b5-b4e7-0d024d154c45.png,HOME LAUNDRY GAS,GFD85GSSN0WW,ZR126619G
SJ48312605,image-pre-inspection-serial-number-9ac77abb-892d-4ccd-9d3c-23c8874872a3_9309cafa-1181-44b5-b4e7-0d024d154c45.png,data/Laundry/SJ48312605/image-pre-inspection-serial-number-9ac77abb-892d-4ccd-9d3c-23c8874872a3_9309cafa-1181-44b5-b4e7-0d024d154c45.png,HOME LAUNDRY GAS,GFD85GSSN0WW,ZR126619G
SJ48312605,image-pre-inspection-serial-number-e1e4f0e8-f93c-4062-a7c2-60d773125094_9309cafa-1181-44b5-b4e7-0d024d154c45.png,data/Laundry/SJ48312605/image-pre-inspection-serial-number-e1e4f0e8-f93c-4062-a7c2-60d773125094_9309cafa-1181-44b5-b4e7-0d024d154c45.png,HOME LAUNDRY GAS,GFD85GSSN0WW,ZR126619G
SJ48331436,image-pre-inspection-proof-of-purchase-2cbae584-b772-4046-81dc-9583410e15e3_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,data/Laundry/SJ48331436/image-pre-inspection-proof-of-purchase-2cbae584-b772-4046-81dc-9583410e15e3_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,HOME LAUNDRY GAS,GTD33GASK0WW,FS804954
SJ48331436,image-pre-inspection-proof-of-purchase-402a5239-eb9e-4fd7-bf41-13c28eea7dd0_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,data/Laundry/SJ48331436/image-pre-inspection-proof-of-purchase-402a5239-eb9e-4fd7-bf41-13c28eea7dd0_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,HOME LAUNDRY GAS,GTD33GASK0WW,FS804954
SJ48331436,image-pre-inspection-serial-number-0d64f3f7-eb07-49a2-b43d-b1052e56969a_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,data/Laundry/SJ48331436/image-pre-inspection-serial-number-0d64f3f7-eb07-49a2-b43d-b1052e56969a_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,HOME LAUNDRY GAS,GTD33GASK0WW,FS804954
SJ48331436,image-pre-inspection-serial-number-88a3f3ce-cf14-4238-b573-b06b430ec778_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,data/Laundry/SJ48331436/image-pre-inspection-serial-number-88a3f3ce-cf14-4238-b573-b06b430ec778_1176d8a0-76c7-4d0c-9225-768e2ef46ce6.png,HOME LAUNDRY GAS,GTD33GASK0WW,FS804954
SJ48332486,image-pre-inspection-photo-0882da4e-6fbf-46cc-90bb-76dfcf27054b_1c7d407b-7d21-4f51-b8fc-16f24e5f3e44.png,data/Laundry/SJ48332486/image-pre-inspection-photo-0882da4e-6fbf-46cc-90bb-76dfcf27054b_1c7d407b-7d21-4f51-b8fc-16f24e5f3e44.png,DISHWASHER,WDTA50SAHZ0,F74473880
SJ48332486,image-pre-inspection-photo-b49c8e31-4bf1-4440-a008-388a7e06efc1_1c7d407b-7d21-4f51-b8fc-16f24e5f3e44.png,data/Laundry/SJ48332486/image-pre-inspection-photo-b49c8e31-4bf1-4440-a008-388a7e06efc1_1c7d407b-7d21-4f51-b8fc-16f24e5f3e44.png,DISHWASHER,WDTA50SAHZ0,F74473880
SJ48367074,image-pre-inspection-proof-of-purchase-61c9d68c-bfaf-43b8-b6e1-7ee1c6f789a4_877a3bbe-10ab-4c7d-bb18-13931914e7d9.png,data/Laundry/SJ48367074/image-pre-inspection-proof-of-purchase-61c9d68c-bfaf-43b8-b6e1-7ee1c6f789a4_877a3bbe-10ab-4c7d-bb18-13931914e7d9.png,HOME LAUNDRY GAS,GTD42GASJ2WW,TR795847C
SJ48367074,image-pre-inspection-serial-number-88a7260c-de55-4d28-adbc-7b8285231810_877a3bbe-10ab-4c7d-bb18-13931914e7d9.png,data/Laundry/SJ48367074/image-pre-inspection-serial-number-88a7260c-de55-4d28-adbc-7b8285231810_877a3bbe-10ab-4c7d-bb18-13931914e7d9.png,HOME LAUNDRY GAS,GTD42GASJ2WW,TR795847C
SJ48371187,image-extra-photo-47bf18ab-4ceb-49af-9d3c-d22a7e30499b_b2c65b56-7711-44b4-b4a2-8da8934cfd7e.png,data/Laundry/SJ48371187/image-extra-photo-47bf18ab-4ceb-49af-9d3c-d22a7e30499b_b2c65b56-7711-44b4-b4a2-8da8934cfd7e.png,HOME LAUNDRY ELEC,GTW680BSJ0WS,TF140632G
SJ48371187,image-pre-inspection-photo-869d7238-bde7-4e7d-9bd3-a1b1091fb959_b2c65b56-7711-44b4-b4a2-8da8934cfd7e.png,data/Laundry/SJ48371187/image-pre-inspection-photo-869d7238-bde7-4e7d-9bd3-a1b1091fb959_b2c65b56-7711-44b4-b4a2-8da8934cfd7e.png,HOME LAUNDRY ELEC,GTW680BSJ0WS,TF140632G
SJ48383413,image-pre-inspection-proof-of-purchase-425c0409-1c7f-44ca-9249-d9146834814c_c2407994-d4d3-4675-a384-f1963a7ba856.png,data/Laundry/SJ48383413/image-pre-inspection-proof-of-purchase-425c0409-1c7f-44ca-9249-d9146834814c_c2407994-d4d3-4675-a384-f1963a7ba856.png,HOME LAUNDRY GAS,DVG45R6100C/A3,0AYQ5BBR702917T
SJ48383413,image-pre-inspection-serial-number-ab2a3e8e-947e-4cc5-8887-3dbac51465ad_c2407994-d4d3-4675-a384-f1963a7ba856.png,data/Laundry/SJ48383413/image-pre-inspection-serial-number-ab2a3e8e-947e-4cc5-8887-3dbac51465ad_c2407994-d4d3-4675-a384-f1963a7ba856.png,HOME LAUNDRY GAS,DVG45R6100C/A3,0AYQ5BBR702917T
SJ48385896,image-pre-inspection-proof-of-purchase-a01584d3-9703-4005-8ac5-7d3944c10cea_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,data/Laundry/SJ48385896/image-pre-inspection-proof-of-purchase-a01584d3-9703-4005-8ac5-7d3944c10cea_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,HOME LAUNDRY GAS,EFMG627UTT1,4D04002612
SJ48385896,image-pre-inspection-proof-of-purchase-a58385c1-7b16-43a0-8c5e-6b10270d2512_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,data/Laundry/SJ48385896/image-pre-inspection-proof-of-purchase-a58385c1-7b16-43a0-8c5e-6b10270d2512_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,HOME LAUNDRY GAS,EFMG627UTT1,4D04002612
SJ48385896,image-pre-inspection-serial-number-1813b94b-1b9f-4298-983e-5d4217ddfc2c_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,data/Laundry/SJ48385896/image-pre-inspection-serial-number-1813b94b-1b9f-4298-983e-5d4217ddfc2c_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,HOME LAUNDRY GAS,EFMG627UTT1,4D04002612
SJ48385896,image-pre-inspection-serial-number-3340907e-36ca-42e1-a65b-98dd6df6a011_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,data/Laundry/SJ48385896/image-pre-inspection-serial-number-3340907e-36ca-42e1-a65b-98dd6df6a011_c388c287-45ad-4f9d-b8d6-560ceb7589ec.png,HOME LAUNDRY GAS,EFMG627UTT1,4D04002612
SJ48387184,image-pre-inspection-proof-of-purchase-abfc7f7b-db31-483e-9bd3-5bd0e16837b4_97645533-cc16-48a7-893d-8d2fba181a42.png,data/Laundry/SJ48387184/image-pre-inspection-proof-of-purchase-abfc7f7b-db31-483e-9bd3-5bd0e16837b4_97645533-cc16-48a7-893d-8d2fba181a42.png,HOME LAUNDRY GAS,DVG50M7450W/A3,0AS45BCNA00456W
SJ48387184,image-pre-inspection-serial-number-85e546a7-2160-4792-b0bd-73ffa0cd4ddd_97645533-cc16-48a7-893d-8d2fba181a42.png,data/Laundry/SJ48387184/image-pre-inspection-serial-number-85e546a7-2160-4792-b0bd-73ffa0cd4ddd_97645533-cc16-48a7-893d-8d2fba181a42.png,HOME LAUNDRY GAS,DVG50M7450W/A3,0AS45BCNA00456W
SJ48458746,image-pre-inspection-proof-of-purchase-8d1269d5-81ee-4028-871a-33afa8c61652_e22d98bb-0826-4f43-a683-90b6fde7d990.png,data/Laundry/SJ48458746/image-pre-inspection-proof-of-purchase-8d1269d5-81ee-4028-871a-33afa8c61652_e22d98bb-0826-4f43-a683-90b6fde7d990.png,HOME LAUNDRY GAS,GTX22GASK0WW,ZR875629C
SJ48458746,image-pre-inspection-serial-number-43a7266f-f633-49f2-a764-ed90e45bdef5_e22d98bb-0826-4f43-a683-90b6fde7d990.png,data/Laundry/SJ48458746/image-pre-inspection-serial-number-43a7266f-f633-49f2-a764-ed90e45bdef5_e22d98bb-0826-4f43-a683-90b6fde7d990.png,HOME LAUNDRY GAS,GTX22GASK0WW,ZR875629C
SJ48462725,image-pre-inspection-serial-number-d002d40f-ff85-45b5-8de1-48c00fed2955_a2930ec0-673f-48a3-b50a-9570f4b5ecd0.png,data/Laundry/SJ48462725/image-pre-inspection-serial-number-d002d40f-ff85-45b5-8de1-48c00fed2955_a2930ec0-673f-48a3-b50a-9570f4b5ecd0.png,DISHWASHER,DW80J3020US/AA,B020G8DJ800810V
SJ48463319,image-pre-inspection-photo-a6fcad6f-f876-465e-80cd-98b173f5f03e_420d9157-5bdb-4b72-987a-755ebc58da66.png,data/Laundry/SJ48463319/image-pre-inspection-photo-a6fcad6f-f876-465e-80cd-98b173f5f03e_420d9157-5bdb-4b72-987a-755ebc58da66.png,DISHWASHER,DW80N3030US/AA,B078G8DR303953L
SJ48463319,image-pre-inspection-serial-number-aaf4e060-31e6-4e24-8fb6-9249358812e3_420d9157-5bdb-4b72-987a-755ebc58da66.png,data/Laundry/SJ48463319/image-pre-inspection-serial-number-aaf4e060-31e6-4e24-8fb6-9249358812e3_420d9157-5bdb-4b72-987a-755ebc58da66.png,DISHWASHER,DW80N3030US/AA,B078G8DR303953L
SJ48463783,image-pre-inspection-proof-of-purchase-b51fe6c4-921d-456a-89fb-c9fa36d19453_7d840d26-3ddf-42c1-bc75-f2a4c37acda4.png,data/Laundry/SJ48463783/image-pre-inspection-proof-of-purchase-b51fe6c4-921d-456a-89fb-c9fa36d19453_7d840d26-3ddf-42c1-bc75-f2a4c37acda4.png,DISHWASHER,DW80R2031US/AA,B08AG8DNB09485J
SJ48463783,image-pre-inspection-serial-number-668aa89b-945f-4f44-8e27-2741ee0b6588_7d840d26-3ddf-42c1-bc75-f2a4c37acda4.png,data/Laundry/SJ48463783/image-pre-inspection-serial-number-668aa89b-945f-4f44-8e27-2741ee0b6588_7d840d26-3ddf-42c1-bc75-f2a4c37acda4.png,DISHWASHER,DW80R2031US/AA,B08AG8DNB09485J
SJ48463783,image-pre-inspection-serial-number-f0c290f4-cf27-443e-b6fe-27066797f801_7d840d26-3ddf-42c1-bc75-f2a4c37acda4.png,data/Laundry/SJ48463783/image-pre-inspection-serial-number-f0c290f4-cf27-443e-b6fe-27066797f801_7d840d26-3ddf-42c1-bc75-f2a4c37acda4.png,DISHWASHER,DW80R2031US/AA,B08AG8DNB09485J
SJ48464781,image-extra-photo-09adae7d-9b99-4cd2-9d30-b3c90ae0cf80_303e60de-c90b-448e-83f3-51525310b725.png,data/Laundry/SJ48464781/image-extra-photo-09adae7d-9b99-4cd2-9d30-b3c90ae0cf80_303e60de-c90b-448e-83f3-51525310b725.png,DISHWASHER,DW80R5061US/AA,B091G8DR504594B
SJ48464781,image-pre-inspection-proof-of-purchase-2491951b-ad42-46ae-b783-e9285309ae92_303e60de-c90b-448e-83f3-51525310b725.png,data/Laundry/SJ48464781/image-pre-inspection-proof-of-purchase-2491951b-ad42-46ae-b783-e9285309ae92_303e60de-c90b-448e-83f3-51525310b725.png,DISHWASHER,DW80R5061US/AA,B091G8DR504594B
SJ48464781,image-pre-inspection-serial-number-3f0835ba-8915-4420-8fc6-756eda999451_303e60de-c90b-448e-83f3-51525310b725.png,data/Laundry/SJ48464781/image-pre-inspection-serial-number-3f0835ba-8915-4420-8fc6-756eda999451_303e60de-c90b-448e-83f3-51525310b725.png,DISHWASHER,DW80R5061US/AA,B091G8DR504594B
SJ48469368,image-pre-inspection-proof-of-purchase-dbb1f63b-aa7b-44e4-b395-ac12e08fefaa_d1149e27-7b49-4af8-a62b-427ed1ff7586.png,data/Laundry/SJ48469368/image-pre-inspection-proof-of-purchase-dbb1f63b-aa7b-44e4-b395-ac12e08fefaa_d1149e27-7b49-4af8-a62b-427ed1ff7586.png,DISHWASHER,DW80R5060US/AA,B090G8DNB09821W
SJ48469368,image-pre-inspection-serial-number-e7180577-6d18-413c-8530-332df3984140_d1149e27-7b49-4af8-a62b-427ed1ff7586.png,data/Laundry/SJ48469368/image-pre-inspection-serial-number-e7180577-6d18-413c-8530-332df3984140_d1149e27-7b49-4af8-a62b-427ed1ff7586.png,DISHWASHER,DW80R5060US/AA,B090G8DNB09821W
SJ48471638,image-pre-inspection-photo-ac557ff9-b87c-4d3d-b656-30ff84dabdae_d435185f-70da-4b78-95c3-f0b6ef2e8440.png,data/Laundry/SJ48471638/image-pre-inspection-photo-ac557ff9-b87c-4d3d-b656-30ff84dabdae_d435185f-70da-4b78-95c3-f0b6ef2e8440.png,HOME LAUNDRY GAS,DLGX7601WE,801KWWZ55929
